star,xslid,simbad,filename,ra,dec,teff,e_teff,logg,e_logg,feh,e_feh,comment
HD 141531,X0620,HD 141531,xsl_spectrum_X0620_merged.fits,237.31875,9.6117778,4451.0,44.0,1.0399999618530273,0.14000000059604645,-1.649999976158142,0.07000000029802322,
HD 141531,X0634,HD 141531,xsl_spectrum_X0634_merged.fits,237.31875,9.6117778,4451.0,44.0,1.0399999618530273,0.14000000059604645,-1.649999976158142,0.07000000029802322,
HD 142575,X0636,HD 142575,xsl_spectrum_X0636_merged.fits,238.7618333,5.0700278,6756.0,134.0,4.210000038146973,0.20999999344348907,-0.7200000286102295,0.09000000357627869,
HD 142703,X0691,HD 142703,xsl_spectrum_X0691_merged.fits,239.1390417,-14.8294167,7219.0,206.0,4.239999771118164,0.20999999344348907,-1.159999966621399,0.10000000149011612,
HD 143459,X0386,HD 143459,xsl_spectrum_X0386_merged.fits,240.1984583,-8.4113333,10689.0,290.0,4.010000228881836,0.23999999463558197,-0.1899999976158142,0.07999999821186066,
HD 144172,X0455,HD 144172,xsl_spectrum_X0455_merged.fits,241.1232917,0.6722222,6346.0,99.0,4.099999904632568,0.14000000059604645,-0.4399999976158142,0.07000000029802322,
HD 144921,X0498,HD 144921,xsl_spectrum_X0498_merged.fits,241.8635417,24.9083056,4122.0,64.0,0.4699999988079071,0.1899999976158142,-1.690000057220459,0.14000000059604645,
HD 144921,X0694,HD 144921,xsl_spectrum_X0694_merged.fits,241.8635417,24.9083056,4122.0,64.0,0.4699999988079071,0.1899999976158142,-1.690000057220459,0.14000000059604645,
CPD-53 07400f,X0365,CPD-53 07400A,xsl_spectrum_X0365_merged.fits,243.3250417,-54.2350833,5818.0,59.0,1.090000033378601,0.14000000059604645,0.07999999821186066,0.05999999865889549,
CPD-53 07400f,X0367,CPD-53 07400A,xsl_spectrum_X0367_merged.fits,243.3250417,-54.2350833,5818.0,59.0,1.090000033378601,0.14000000059604645,0.07999999821186066,0.05999999865889549,
HD 147550,X0245,HD 147550,xsl_spectrum_X0245_merged.fits,245.6620833,-2.0798611,10044.0,273.0,3.819999933242798,0.23999999463558197,-0.25999999046325684,0.10000000149011612,
BD-11 4126,X0356,BD-11 4126,xsl_spectrum_X0356_merged.fits,245.862125,-11.5945833,4722.0,49.0,4.599999904632568,0.14000000059604645,-0.03999999910593033,0.05000000074505806,
CL* NGC 6121 LEE 2626,X0354,CL* NGC 6121 LEE 2626,xsl_spectrum_X0354_merged.fits,245.8622917,-26.5253611,4473.0,62.0,1.6200000047683716,0.1899999976158142,-1.2000000476837158,0.10000000149011612,
CL* NGC 6121 LEE 2626,X0502,CL* NGC 6121 LEE 2626,xsl_spectrum_X0502_merged.fits,245.8622917,-26.5253611,4473.0,62.0,1.6200000047683716,0.1899999976158142,-1.2000000476837158,0.10000000149011612,
CL* NGC 6121 LEE 2626,X0661,CL* NGC 6121 LEE 2626,xsl_spectrum_X0661_merged.fits,245.8622917,-26.5253611,4473.0,62.0,1.6200000047683716,0.1899999976158142,-1.2000000476837158,0.10000000149011612,
CL* NGC 6121 LEE 2303,X0640,CL* NGC 6121 LEE 2303,xsl_spectrum_X0640_merged.fits,245.883125,-26.4050556,6957.0,138.0,3.569999933242798,0.2199999988079071,-0.6700000166893005,0.09000000357627869,
CL* NGC 6121 LEE 4302,X0352,CL* NGC 6121 LEE 4302,xsl_spectrum_X0352_merged.fits,245.9059167,-26.6399722,4756.0,58.0,1.409999966621399,0.1599999964237213,-1.2599999904632568,0.07999999821186066,
CL* NGC 6121 LEE 4302,X0621,CL* NGC 6121 LEE 4302,xsl_spectrum_X0621_merged.fits,245.9059167,-26.6399722,4756.0,58.0,1.409999966621399,0.1599999964237213,-1.2599999904632568,0.07999999821186066,
CL* NGC 6121 LEE 4611,X0364,CL* NGC 6121 LEE 4611,xsl_spectrum_X0364_merged.fits,245.9102917,-26.5553611,3953.0,48.0,1.059999942779541,0.14000000059604645,-1.0399999618530273,0.10000000149011612,
CL* NGC 6121 LEE 4611,X0908,CL* NGC 6121 LEE 4611,xsl_spectrum_X0908_merged.fits,245.9102917,-26.5553611,3953.0,48.0,1.059999942779541,0.14000000059604645,-1.0399999618530273,0.10000000149011612,
CL* NGC 6121 LEE 4613,X0909,CL* NGC 6121 LEE 4613,xsl_spectrum_X0909_merged.fits,245.9134583,-26.5516944,3953.0,48.0,1.059999942779541,0.14000000059604645,-1.0299999713897705,0.10000000149011612,
BD+09 3223,X0464,BD+09 3223,xsl_spectrum_X0464_merged.fits,248.39825,9.1045278,5498.0,67.0,3.0,0.14000000059604645,-1.899999976158142,0.07999999821186066,
HD 149382,X0692,HD 149382,xsl_spectrum_X0692_merged_ncge.fits,248.5972083,-4.0144444,34165.0,1332.0,5.539999961853027,0.23999999463558197,-1.159999966621399,0.11999999731779099,
HD 150281,X0456,HD 150281,xsl_spectrum_X0456_merged.fits,249.9582917,5.5071944,5193.0,68.0,4.590000152587891,0.14000000059604645,0.15000000596046448,0.05999999865889549,
G169-28,X0225,G169-28,xsl_spectrum_X0225_merged.fits,252.5477917,22.3138889,5805.0,131.0,4.199999809265137,0.14000000059604645,-1.3899999856948853,0.09000000357627869,
GJ 644C,X0156,GJ 644C,xsl_spectrum_X0156_merged_ncl_ncge.fits,253.8969167,-8.3946389,2830.0,62.0,1.4600000381469727,0.4399999976158142,-1.25,0.5600000023841858,
G019-013,X0458,G019-013,xsl_spectrum_X0458_merged.fits,256.264125,-5.0665,4185.0,44.0,4.619999885559082,0.14000000059604645,-0.44999998807907104,0.05999999865889549,
HIP 84123,X0659,HIP 84123,xsl_spectrum_X0659_merged.fits,257.9677083,-1.85175,3325.0,53.0,4.900000095367432,0.14000000059604645,-0.36000001430511475,0.09000000357627869,
CD-69 1618,X0357,CD-69 1618,xsl_spectrum_X0357_merged.fits,258.1370833,-70.0856944,19879.0,542.0,3.4600000381469727,0.23999999463558197,-0.029999999329447746,0.07999999821186066,He-rich
HD 157089,X0140,HD 157089,xsl_spectrum_X0140_merged.fits,260.2794167,1.4430278,5774.0,90.0,3.9700000286102295,0.14000000059604645,-0.6200000047683716,0.07000000029802322,
CD-49 11404,X0355,CD-49 11404,xsl_spectrum_X0355_merged.fits,261.208625,-49.9488889,4619.0,33.0,2.6500000953674316,0.14000000059604645,0.05000000074505806,0.05000000074505806,
CD-49 11404,X0454,CD-49 11404,xsl_spectrum_X0454_merged.fits,261.208625,-49.9488889,4619.0,33.0,2.6500000953674316,0.14000000059604645,0.05000000074505806,0.05000000074505806,
RR Ara,X0396,RR Ara,xsl_spectrum_X0396_merged_ncl.fits,261.9665,-49.90425,2997.0,49.0,0.36000001430511475,0.1899999976158142,0.0,0.14000000059604645,
RR Ara,X0397,RR Ara,xsl_spectrum_X0397_merged.fits,261.9665,-49.90425,2997.0,49.0,0.36000001430511475,0.1899999976158142,0.0,0.14000000059604645,
FR Her,X0638,FR Her,xsl_spectrum_X0638_merged.fits,264.2748333,18.2179722,3116.0,51.0,0.20999999344348907,0.1899999976158142,-0.36000001430511475,0.17000000178813934,
HD 160365,X0141,HD 160365,xsl_spectrum_X0141_merged.fits,264.7410417,13.32925,6237.0,97.0,3.4100000858306885,0.14000000059604645,0.07999999821186066,0.05999999865889549,
HD 160346,X0142,HD 160346,xsl_spectrum_X0142_merged.fits,264.8205417,3.55525,4926.0,51.0,4.679999828338623,0.14000000059604645,0.019999999552965164,0.05000000074505806,
NGC 6397 211,X0643,NGC 6397 211,xsl_spectrum_X0643_merged.fits,265.355875,-53.6271944,4310.0,67.0,0.6399999856948853,0.1899999976158142,-2.059999942779541,0.12999999523162842,
HD 161149,X0488,HD 161149,xsl_spectrum_X0488_merged.fits,265.84175,14.2951667,6899.0,137.0,3.819999933242798,0.20999999344348907,0.3799999952316284,0.07000000029802322,
HD 161227,X0674,HD 161227,xsl_spectrum_X0674_merged.fits,266.246875,-16.7629444,7238.0,143.0,3.7699999809265137,0.20999999344348907,0.4399999976158142,0.07000000029802322,
HD 161370,X0465,HD 161370,xsl_spectrum_X0465_merged.fits,266.2536667,5.5228889,8568.0,170.0,4.389999866485596,0.20999999344348907,-0.029999999329447746,0.07000000029802322,
HD 161817,X0639,HD 161817,xsl_spectrum_X0639_merged.fits,266.6692917,25.7491389,7779.0,143.0,2.430000066757202,0.20999999344348907,-1.309999942779541,0.10000000149011612,
G20-15,X0157,G20-15,xsl_spectrum_X0157_merged.fits,266.8665417,-8.7799167,6161.0,139.0,4.25,0.14000000059604645,-1.4600000381469727,0.09000000357627869,
OGLEII DIA BUL-SC26 0532,X0144,OGLEII DIA BUL-SC26 0532,xsl_spectrum_X0144_merged_ncl.fits,266.926375,-35.3326389,3344.0,56.0,0.3700000047683716,0.20999999344348907,-0.12999999523162842,0.17000000178813934,A few artificial waves in the VIS arm (residuals from stripes in raw images)
HD 161770,X0143,HD 161770,xsl_spectrum_X0143_merged.fits,266.942,-9.6051111,5811.0,131.0,3.8399999141693115,0.14000000059604645,-1.5299999713897705,0.09000000357627869,
OGLEII DIA BUL-SC15 1379,X0158,OGLEII DIA BUL-SC15 1379,xsl_spectrum_X0158_merged_ncl_ncge.fits,267.1042917,-23.2595833,nan,nan,nan,nan,nan,nan,
OGLEII DIA BUL-SC15 2106,X0159,OGLEII DIA BUL-SC15 2106,xsl_spectrum_X0159_merged_ncl_ncge.fits,267.1264583,-23.0898333,3102.0,68.0,0.5899999737739563,0.3100000023841858,-0.14000000059604645,0.2800000011920929,
V348 Sco,X0647,V348 Sco,xsl_spectrum_X0647_merged.fits,267.8747083,-43.2731667,3023.0,50.0,0.6600000262260437,0.1899999976158142,-0.5199999809265137,0.17000000178813934,
SY Pav,X0642,SY Pav,xsl_spectrum_X0642_merged.fits,268.0196667,-57.8627778,3167.0,33.0,1.3600000143051147,0.14000000059604645,-0.3199999928474426,0.09000000357627869,
SY Pav,X0644,SY Pav,xsl_spectrum_X0644_merged.fits,268.0196667,-57.8627778,3167.0,33.0,1.3600000143051147,0.14000000059604645,-0.3199999928474426,0.09000000357627869,
SY Pav,X0910,SY Pav,xsl_spectrum_X0910_merged.fits,268.0196667,-57.8627778,3167.0,33.0,1.3600000143051147,0.14000000059604645,-0.3199999928474426,0.09000000357627869,
SY Pav,X0911,SY Pav,xsl_spectrum_X0911_merged.fits,268.0196667,-57.8627778,3167.0,33.0,1.3600000143051147,0.14000000059604645,-0.3199999928474426,0.09000000357627869,
HD 162652,X0466,HD 162652,xsl_spectrum_X0466_merged_scl.fits,268.0216667,1.1111667,4928.0,33.0,2.609999895095825,0.14000000059604645,0.0,0.05000000074505806,
OGLEII DIA BUL-SC41 3443,X0145,OGLEII DIA BUL-SC41 3443,xsl_spectrum_X0145_merged_ncge.fits,268.057875,-32.7761111,nan,nan,nan,nan,nan,nan,
OGLEII DIA BUL-SC41 3304,X0146,OGLEII DIA BUL-SC41 3304,xsl_spectrum_X0146_merged_ncl_ncge.fits,268.1080417,-32.8188611,nan,nan,nan,nan,nan,nan,
OGLEII DIA BUL-SC03 3941,X0160,OGLEII DIA BUL-SC03 3941,xsl_spectrum_X0160_merged.fits,268.3857083,-29.9536111,3546.0,37.0,1.0800000429153442,0.17000000178813934,-0.550000011920929,0.12999999523162842,
OGLEII DIA BUL-SC24 0989,X0147,OGLEII DIA BUL-SC24 0989,xsl_spectrum_X0147_merged_ncl_ncge.fits,268.4139583,-33.1008611,3036.0,86.0,0.05000000074505806,0.4000000059604645,0.800000011920929,0.14000000059604645,
OGLEII DIA BUL-SC03 1890,X0246,OGLEII DIA BUL-SC03 1890,xsl_spectrum_X0246_merged.fits,268.4384583,-30.1976944,3315.0,54.0,0.5799999833106995,0.20000000298023224,-0.4000000059604645,0.18000000715255737,
2MASS J17535707-2931427,X0247,2MASS J17535707-2931427,xsl_spectrum_X0247_merged.fits,268.4877917,-29.5285556,4723.0,37.0,2.0299999713897705,0.15000000596046448,-0.03999999910593033,0.05000000074505806,
OGLEII DIA BUL-SC04 9008,X0251,OGLEII DIA BUL-SC04 9008,xsl_spectrum_X0251_merged.fits,268.6164583,-29.2627778,3533.0,36.0,1.1799999475479126,0.15000000596046448,-0.5,0.09000000357627869,
OGLEII DIA BUL-SC04 4628,X0250,OGLEII DIA BUL-SC04 4628,xsl_spectrum_X0250_merged_ncl_ncge.fits,268.6392083,-29.7344722,3425.0,81.0,0.8299999833106995,0.20000000298023224,-1.190000057220459,0.20999999344348907,
BD+20 3603,X0387,BD+20 3603,xsl_spectrum_X0387_merged.fits,268.680125,20.2712222,6166.0,139.0,4.090000152587891,0.14000000059604645,-2.009999990463257,0.09000000357627869,
OGLEII DIA BUL-SC04 1709,X0252,OGLEII DIA BUL-SC04 1709,xsl_spectrum_X0252_merged_ncl_ncge.fits,268.7044583,-30.0086111,3047.0,78.0,1.6699999570846558,0.3499999940395355,0.18000000715255737,0.3499999940395355,
HD 163346,X0269,HD 163346,xsl_spectrum_X0269_merged.fits,268.9062917,2.0749167,7049.0,140.0,4.159999847412109,0.20999999344348907,0.15000000596046448,0.07000000029802322,"A few artificial waves in the VIS arm, as for X0144"
HD 163641,X0270,HD 163641,xsl_spectrum_X0270_merged.fits,269.23325,6.4877222,12289.0,334.0,3.930000066757202,0.23999999463558197,0.20000000298023224,0.07999999821186066,
OGLEII DIA BUL-SC22 1319,X0253,OGLEII DIA BUL-SC22 1319,xsl_spectrum_X0253_merged.fits,269.2924583,-31.0379722,3097.0,55.0,0.3400000035762787,0.2199999988079071,0.0,0.17000000178813934,
HD 163810,X0282,HD 163810,xsl_spectrum_X0282_merged.fits,269.6602083,-13.0971111,5706.0,129.0,4.429999828338623,0.14000000059604645,-1.2100000381469727,0.09000000357627869,
HD 164115,X0677,HD 164115,xsl_spectrum_X0677_merged.fits,269.8627917,6.4189444,6792.0,134.0,3.859999895095825,0.20999999344348907,0.15000000596046448,0.07000000029802322,
TLE Sgr I 55,X0226,TLE Sgr I 55,xsl_spectrum_X0226_merged_ncl_ncge.fits,269.8735417,-29.0557222,nan,nan,nan,nan,nan,nan,
HD 164257,X0228,HD 164257,xsl_spectrum_X0228_merged.fits,270.0304583,6.5539167,10885.0,296.0,3.6700000762939453,0.23999999463558197,0.7300000190734863,0.07999999821186066,
TLE Sgr I 117,X0229,TLE Sgr I 117,xsl_spectrum_X0229_merged_ncl_ncge.fits,270.190625,-29.1848056,nan,nan,nan,nan,nan,nan,
HD 164432,X0467,HD 164432,xsl_spectrum_X0467_merged.fits,270.22025,6.2682778,20013.0,543.0,3.630000114440918,0.23999999463558197,-0.019999999552965164,0.07999999821186066,
OGLEII DIA BUL-SC30 0707,X0230,OGLEII DIA BUL-SC30 0707,xsl_spectrum_X0230_merged_ncl.fits,270.44225,-29.1884167,3012.0,34.0,1.5399999618530273,0.1599999964237213,-0.15000000596046448,0.09000000357627869,
OGLEII DIA BUL-SC01 0235,X0231,OGLEII DIA BUL-SC01 0235,xsl_spectrum_X0231_merged_ncl.fits,270.5526667,-30.3763611,3121.0,52.0,0.6000000238418579,0.20000000298023224,-0.4399999976158142,0.18000000715255737,
OGLEII DIA BUL-SC01 1821,X0254,OGLEII DIA BUL-SC01 1821,xsl_spectrum_X0254_merged.fits,270.5531667,-30.03675,3438.0,36.0,1.159999966621399,0.15000000596046448,-0.4699999988079071,0.10000000149011612,
BMB 3,X0255,BMB 3,xsl_spectrum_X0255_merged_ncl_ncge.fits,270.6905417,-30.02,nan,nan,nan,nan,nan,nan,
BMB 2,X0256,BMB 2,xsl_spectrum_X0256_merged_ncl.fits,270.6921667,-30.0808056,nan,nan,nan,nan,nan,nan,
BMB 13,X0257,BMB 13,xsl_spectrum_X0257_merged.fits,270.7199167,-29.9093333,nan,nan,nan,nan,nan,nan,
HD 164967,X0468,HD 164967,xsl_spectrum_X0468_merged.fits,270.8377083,8.4193333,9351.0,187.0,4.519999980926514,0.20999999344348907,-0.28999999165534973,0.09000000357627869,
BMB 106,X0169,BMB 106,xsl_spectrum_X0169_merged_ncl.fits,270.8552083,-29.9967778,nan,nan,nan,nan,nan,nan,
CL* NGC 6522 ARP 4126,X0405,CL* NGC 6522 ARP 4126,xsl_spectrum_X0405_merged.fits,270.8652917,-30.0156944,4300.0,30.0,2.380000114440918,0.14000000059604645,-0.12999999523162842,0.05000000074505806,
CL* NGC 6522 Arp 4329,X0170,CL* NGC 6522 Arp 4329,xsl_spectrum_X0170_merged.fits,270.8684583,-29.9782222,4321.0,40.0,1.7200000286102295,0.17000000178813934,-0.8799999952316284,0.07000000029802322,
V5475 Sgr,X0398,V5475 Sgr,xsl_spectrum_X0398_merged_ncl.fits,270.883,-30.0079722,3223.0,53.0,0.550000011920929,0.1899999976158142,-0.23000000417232513,0.17000000178813934,
V5475 Sgr,X0399,V5475 Sgr,xsl_spectrum_X0399_merged.fits,270.883,-30.0079722,3223.0,53.0,0.550000011920929,0.1899999976158142,-0.23000000417232513,0.17000000178813934,
CL* NGC 6522 ARP 3190,X0403,CL* NGC 6522 ARP 3190,xsl_spectrum_X0403_merged.fits,270.8905833,-30.0659167,3813.0,32.0,1.590000033378601,0.14000000059604645,-0.4399999976158142,0.09000000357627869,
CL* NGC 6522 ARP 3213,X0424,CL* NGC 6522 ARP 3213,xsl_spectrum_X0424_merged_ncge.fits,270.8965,-30.0903889,3811.0,74.0,0.49000000953674316,0.1899999976158142,-1.7000000476837158,0.20000000298023224,Superimposed stars with very different velocities. One dominant in the UVB arm (cz -198 km/s ); the other in the NIR (cz +30 km/s). The UVB velocity is used for the barycentric correction in all arms.
2MASS J18033716-2954227,X0152,2MASS J18033716-2954227,xsl_spectrum_X0152_merged.fits,270.9048333,-29.9063056,4250.0,30.0,2.549999952316284,0.15000000596046448,0.44999998807907104,0.05000000074505806,
CL* NGC 6522 ARP 1021,X0400,CL* NGC 6522 ARP 1021,xsl_spectrum_X0400_merged.fits,270.915,-29.9732778,4487.0,31.0,2.5399999618530273,0.14000000059604645,0.3199999928474426,0.05000000074505806,
CL* NGC 6522 ARP 1021,X0401,CL* NGC 6522 ARP 1021,xsl_spectrum_X0401_merged.fits,270.915,-29.9732778,4487.0,31.0,2.5399999618530273,0.14000000059604645,0.3199999928474426,0.05000000074505806,
CL* NGC 6522 ARP 1073,X0402,CL* NGC 6522 ARP 1073,xsl_spectrum_X0402_merged.fits,270.928125,-29.9832222,3817.0,32.0,1.559999942779541,0.14000000059604645,-0.20000000298023224,0.09000000357627869,
BMB 162,X0173,BMB 162,xsl_spectrum_X0173_merged_ncl.fits,270.929375,-30.1316944,3158.0,63.0,0.8999999761581421,0.28999999165534973,-0.6399999856948853,0.2800000011920929,
[B86] 133,X0172,[B86] 133,xsl_spectrum_X0172_merged.fits,270.9394583,-30.0501111,3453.0,57.0,0.6700000166893005,0.20000000298023224,-0.11999999731779099,0.15000000596046448,
BMB 245,X0153,BMB 245,xsl_spectrum_X0153_merged.fits,271.026625,-30.1804722,nan,nan,nan,nan,nan,nan,
2MASS J18041187-3006214,X0431,2MASS J18041187-3006214,xsl_spectrum_X0431_merged_ncl_ncge.fits,271.0495,-30.1059444,nan,nan,nan,nan,nan,nan,
BMB 286,X0154,BMB 286,xsl_spectrum_X0154_merged.fits,271.0935417,-30.0148056,nan,nan,nan,nan,nan,nan,
BMB 289,X0155,BMB 289,xsl_spectrum_X0155_merged_ncl_ncge.fits,271.0944167,-29.9143889,nan,nan,nan,nan,nan,nan,
BMB 300,X0293,BMB 300,xsl_spectrum_X0293_merged_ncl.fits,271.1133333,-30.0493056,3318.0,57.0,0.3499999940395355,0.2199999988079071,-0.1899999976158142,0.20000000298023224,
HD 165195,X0232,HD 165195,xsl_spectrum_X0232_merged.fits,271.1669583,3.7790833,4404.0,69.0,0.8299999833106995,0.1899999976158142,-2.2699999809265137,0.14000000059604645,
OGLEII DIA BUL-SC33 4149,X0185,OGLEII DIA BUL-SC33 4149,xsl_spectrum_X0185_merged_ncl_ncge.fits,271.4142083,-28.5079722,3055.0,60.0,1.399999976158142,0.3199999928474426,-0.20999999344348907,0.2800000011920929,
OGLEII DIA BUL-SC36 2158,X0186,OGLEII DIA BUL-SC36 2158,xsl_spectrum_X0186_merged_ncl_ncge.fits,271.4695,-28.1935,2868.0,46.0,1.809999942779541,0.30000001192092896,0.23999999463558197,0.2199999988079071,
OGLEII DIA BUL-SC33 0357,X0187,OGLEII DIA BUL-SC33 0357,xsl_spectrum_X0187_merged_ncl.fits,271.4848333,-29.2771667,3087.0,52.0,0.8700000047683716,0.20999999344348907,-0.5,0.1899999976158142,
HD 165438,X0233,HD 165438,xsl_spectrum_X0233_merged.fits,271.5633333,-4.75125,4886.0,51.0,3.509999990463257,0.14000000059604645,0.05000000074505806,0.05000000074505806,
OGLEII DIA BUL-SC19 2302,X0188,OGLEII DIA BUL-SC19 2302,xsl_spectrum_X0188_merged_ncl.fits,271.8967083,-27.2595,3360.0,35.0,1.5199999809265137,0.15000000596046448,-0.1899999976158142,0.09000000357627869,
OGLEII DIA BUL-SC06 2525,X0189,OGLEII DIA BUL-SC06 2525,xsl_spectrum_X0189_merged_ncl.fits,271.96375,-31.8171389,2953.0,32.0,1.1799999475479126,0.1599999964237213,-0.17000000178813934,0.09000000357627869,
OGLEII DIA BUL-SC19 2332,X0190,OGLEII DIA BUL-SC19 2332,xsl_spectrum_X0190_merged_ncl_ncge.fits,271.9905833,-27.2643611,3038.0,52.0,0.33000001311302185,0.20999999344348907,0.6299999952316284,0.15000000596046448,"O-rich Mira, possible TiO emission near 1.25 micro-m (Lancon et al. 2018)"
HD 165887,X0469,HD 165887,xsl_spectrum_X0469_merged.fits,272.0301667,2.2186667,8297.0,165.0,3.619999885559082,0.20999999344348907,-0.03999999910593033,0.07000000029802322,
2MASS J18080765-3142020,X0191,2MASS J18080765-3142020,xsl_spectrum_X0191_merged_ncl.fits,272.0319167,-31.7005833,3202.0,53.0,0.5799999833106995,0.20000000298023224,-0.5699999928474426,0.18000000715255737,
OGLEII DIA BUL-SC19 2948,X0192,OGLEII DIA BUL-SC19 2948,xsl_spectrum_X0192_merged_ncl_ncge.fits,272.0675417,-27.1479444,nan,nan,nan,nan,nan,nan,
2MASS J18083220-3201531,X0193,2MASS J18083220-3201531,xsl_spectrum_X0193_merged_ncl.fits,272.1342083,-32.0314444,3294.0,54.0,0.75,0.20000000298023224,-0.4699999988079071,0.18000000715255737,
2MASS J18092055-3147006,X0426,,xsl_spectrum_X0426_merged.fits,272.335625,-31.7835,nan,nan,nan,nan,nan,nan,
2MASS J18092323-3141039,X0419,,xsl_spectrum_X0419_merged.fits,272.3467917,-31.6844167,nan,nan,nan,nan,nan,nan,
2MASS J18093159-3150397,X0406,,xsl_spectrum_X0406_merged_scl.fits,272.381625,-31.8443611,nan,nan,nan,nan,nan,nan,
2MASS J18093159-3150397,X0427,,xsl_spectrum_X0427_merged.fits,272.381625,-31.8443611,nan,nan,nan,nan,nan,nan,
2MASS J18093344-3145250,X0652,,xsl_spectrum_X0652_merged.fits,272.389375,-31.7569444,nan,nan,nan,nan,nan,nan,
OGLE 204664c4?,X0660,,xsl_spectrum_X0660_merged.fits,272.3916667,-31.6475,nan,nan,nan,nan,nan,nan,"G8V/K0V star. This name was taken from Zoccali et al. (2008), but does not directly relate to the OGLE survey catalogs. Prefer Gaia DR2 4049054206130689024."
HD 166161,X0449,HD 166161,xsl_spectrum_X0449_merged.fits,272.4195,-8.7793333,5246.0,65.0,2.1700000762939453,0.15000000596046448,-1.2100000381469727,0.07999999821186066,
HD 166283,X0459,HD 166283,xsl_spectrum_X0459_merged.fits,272.436625,4.6031111,8296.0,165.0,3.940000057220459,0.20999999344348907,0.03999999910593033,0.07000000029802322,
XZ Her,X0489,XZ Her,xsl_spectrum_X0489_merged.fits,272.5150417,18.1070556,3353.0,55.0,0.6899999976158142,0.1899999976158142,-0.14000000059604645,0.14000000059604645,
OGLEII DIA BUL-SC16 1428,X0168,OGLEII DIA BUL-SC16 1428,xsl_spectrum_X0168_merged_ncl_ncge.fits,272.6230833,-26.4833611,3054.0,36.0,2.119999885559082,0.15000000596046448,0.1899999976158142,0.10000000149011612,
HD 166991,X0450,HD 166991,xsl_spectrum_X0450_merged.fits,273.2659583,2.9805556,9008.0,179.0,4.489999771118164,0.20999999344348907,-0.20000000298023224,0.09000000357627869,Artifacts in K-band (NIR arm)
HD 167278,X0271,HD 167278,xsl_spectrum_X0271_merged.fits,273.6402083,0.1758056,6521.0,130.0,4.21999979019165,0.20999999344348907,-0.12999999523162842,0.07000000029802322,
OGLEII DIA BUL-SC13 0324,X0296,OGLEII DIA BUL-SC13 0324,xsl_spectrum_X0296_merged_ncge.fits,274.198,-24.3423056,3154.0,56.0,0.6000000238418579,0.23000000417232513,-0.25999999046325684,0.2199999988079071,
OGLEII DIA BUL-SC13 1542,X0301,OGLEII DIA BUL-SC13 1542,xsl_spectrum_X0301_merged_ncl_ncge.fits,274.2769583,-23.9932778,nan,nan,nan,nan,nan,nan,
HD 167946,X0460,HD 167946,xsl_spectrum_X0460_merged.fits,274.309875,5.7535833,10079.0,277.0,4.090000152587891,0.23999999463558197,-0.4699999988079071,0.10000000149011612,
RY CrA,X0368,RY CrA,xsl_spectrum_X0368_merged_ncl.fits,275.4919583,-44.8998333,3405.0,35.0,1.2200000286102295,0.14000000059604645,-0.4699999988079071,0.09000000357627869,
RY CrA,X0428,RY CrA,xsl_spectrum_X0428_merged.fits,275.4919583,-44.8998333,3405.0,35.0,1.2200000286102295,0.14000000059604645,-0.4699999988079071,0.09000000357627869,
HD 169032,X0461,HD 169032,xsl_spectrum_X0461_merged.fits,275.6125417,7.2262778,8301.0,166.0,3.4800000190734863,0.2199999988079071,-0.03999999910593033,0.07000000029802322,
OGLEII DIA BUL-SC08 1687,X0218,OGLEII DIA BUL-SC08 1687,xsl_spectrum_X0218_merged_ncl_ncge.fits,275.8344167,-21.5983056,nan,nan,nan,nan,nan,nan,
HD 170413,X0481,HD 170413,xsl_spectrum_X0481_merged.fits,277.3186667,0.3231111,4740.0,33.0,2.509999990463257,0.14000000059604645,-0.07999999821186066,0.05000000074505806,
HD 170756,X0300,HD 170756,xsl_spectrum_X0300_merged.fits,277.5676667,21.8668333,5274.0,66.0,1.3899999856948853,0.15000000596046448,-1.3600000143051147,0.09000000357627869,
HD 170783,X0470,HD 170783,xsl_spectrum_X0470_merged.fits,277.7685417,4.6269444,15500.0,421.0,3.630000114440918,0.23999999463558197,0.28999999165534973,0.07999999821186066,
HD 170899,X0641,HD 170899,xsl_spectrum_X0641_merged.fits,277.8590417,8.02725,4640.0,32.0,2.0399999618530273,0.14000000059604645,-0.23999999463558197,0.05999999865889549,
HD 170820,X0299,HD 170820,xsl_spectrum_X0299_merged.fits,278.054625,-19.1239722,4478.0,31.0,1.2799999713897705,0.14000000059604645,-0.029999999329447746,0.05000000074505806,
HD 171234,X0648,HD 171234,xsl_spectrum_X0648_merged.fits,278.38225,1.9035556,8070.0,160.0,3.950000047683716,0.20999999344348907,0.05999999865889549,0.07000000029802322,
HD 171367,X0678,HD 171367,xsl_spectrum_X0678_merged.fits,278.6052917,3.8307222,4385.0,30.0,2.1500000953674316,0.14000000059604645,-0.7400000095367432,0.05999999865889549,
2MASS J18351420-3438060,X0698,2MASS J18351420-3438060,xsl_spectrum_X0698_merged.fits,278.8092083,-34.635,nan,nan,nan,nan,nan,nan,
2MASS J18351799-3428093,X0139,2MASS J18351799-3428093,xsl_spectrum_X0139_merged.fits,278.8249583,-34.4692778,4528.0,31.0,2.549999952316284,0.14000000059604645,-0.3100000023841858,0.05999999865889549,
2MASS J18352206-3429112,X0138,2MASS J18352206-3429112,xsl_spectrum_X0138_merged.fits,278.8419167,-34.4864444,4631.0,32.0,2.5199999809265137,0.14000000059604645,-0.09000000357627869,0.05000000074505806,
